"","ID","time","x","y","long","lat","depth","chl","dive"
"932","gp13-902-08","2008-06-08 00:09:56",786085.64270184,6118790.81337252,1.48873,55.13297,31.6772314498544,0.976370342424248,22
"933","gp13-902-08","2008-06-08 02:37:20",785501.952059721,6118548.98629556,1.47936,55.13114,32,0.976370342424248,24
"934","gp13-902-08","2008-06-08 03:10:24",784320.824312908,6117797.92841491,1.46014,55.12509,32.5036969497627,0.976370342424248,23
"935","gp13-902-08","2008-06-08 04:37:32",781298.215650022,6116745.0048561,1.41184,55.11738,35.3259294010767,1.02922971610206,24
"936","gp13-902-08","2008-06-08 08:39:36",777965.256710899,6116288.66728661,1.35929,55.11517,40.4825063408038,0.975569604233132,14
"937","gp13-902-08","2008-06-08 09:07:20",779188.436117103,6115513.76429443,1.37765,55.10754,38.3196867868089,1.02922971610206,30
"938","gp13-902-08","2008-06-08 09:40:28",779404.924643826,6114644.55039184,1.38018,55.09963,35.2213138206648,1.02922971610206,22
"939","gp13-902-08","2008-06-08 10:09:28",779456.468011399,6113987.07491838,1.38034,55.09371,35.2213138206648,1.02922971610206,36
"940","gp13-902-08","2008-06-08 10:37:32",779378.383956913,6114037.97378979,1.37917,55.09421,35.2213138206648,1.02922971610206,26
"941","gp13-902-08","2008-06-08 13:39:52",778352.714758212,6115750.42373228,1.36482,55.11013,40.4825063408038,1.02922971610206,29
"942","gp13-902-08","2008-06-08 14:37:40",777747.211152177,6116829.70851961,1.35641,55.12014,42.7388982993586,0.975569604233132,3
"943","gp13-902-08","2008-06-08 20:39:40",751268.22531465,6120638.42543239,0.94562,55.16841,57.988590514285,0.815017827218826,0
"944","gp13-902-08","2008-06-08 21:09:00",748966.556070954,6120545.52264929,0.90949,55.16874,60.218482754444,0.845339707833077,14
"945","gp13-902-08","2008-06-08 21:37:56",749195.867485631,6120430.11836455,0.91298,55.16759,60.3834432299213,0.845339707833077,7
"946","gp13-902-08","2008-06-08 22:39:36",746044.965618486,6120568.86333557,0.86375,55.17041,62.8092030850416,0.845339707833077,0
"947","gp13-902-08","2008-06-08 23:07:00",743944.920589639,6120702.76885162,0.83097,55.17265,65.9316721101185,0.861779541640439,0
"948","gp13-902-08","2008-06-09 00:09:44",739257.872400302,6120818.9814269,0.75764,55.17598,71.0232693968967,0.844370545796793,0
"949","gp13-902-08","2008-06-09 00:38:20",737032.455736746,6121079.83268145,0.72299,55.17939,75.1650234211314,0.844370545796793,0
"950","gp13-902-08","2008-06-09 01:07:04",734981.640759345,6121328.71493041,0.69106,55.1826,80.5782259172256,0.83307843015248,0
"951","gp13-902-08","2008-06-09 01:37:00",732572.738053122,6121684.62622961,0.6536,55.18693,84.8518197933632,0.83307843015248,0
"952","gp13-902-08","2008-06-09 02:07:36",730231.05667324,6122009.61656247,0.61716,55.19094,84.7900500723184,0.839777815990419,0
"953","gp13-902-08","2008-06-09 02:38:52",727635.5962433,6122516.78867066,0.57688,55.19669,81.9088045495694,0.852051605721306,0
"954","gp13-902-08","2008-06-09 03:42:04",722537.721845786,6122104.20830416,0.49662,55.19531,80.2600663026339,0.861267753767309,0
"955","gp13-902-08","2008-06-09 04:07:08",720568.405069226,6122013.64567719,0.46567,55.19538,83.426025718245,0.861267753767309,0
"956","gp13-902-08","2008-06-09 04:40:52",717809.543888012,6121613.10461933,0.4221,55.19301,88.5916228471069,0.851448935980976,0
"957","gp13-902-08","2008-06-09 08:10:40",701831.897466048,6119419.71977569,0.16995,55.18011,67.1167029508061,0.871007746482314,1
"958","gp13-902-08","2008-06-09 08:37:20",700197.128387076,6119521.7856604,0.14439,55.18169,67.0918287075807,0.871007746482314,0
"959","gp13-902-08","2008-06-09 09:08:40",697957.478676313,6119148.29989206,0.10901,55.17924,64.0024092812713,0.90539167861984,0
"960","gp13-902-08","2008-06-09 11:07:20",689450.600345769,6118085.14866639,-0.0251,55.17303,65.795747847898,0.982831298661902,0
"961","gp13-902-08","2008-06-09 11:37:04",687194.912294011,6118097.58108441,-0.06046,55.174,67.7613377297591,0.982831298661902,0
"962","gp13-902-08","2008-06-09 12:08:28",684786.498651918,6118135.99618496,-0.0982,55.17525,70.1830151139958,1.01978784558723,0
"963","gp13-902-08","2008-06-09 13:12:44",679860.319320342,6118831.7774994,-0.17501,55.18331,72.9302130552778,1.05605215127362,0
