"","X.1","Elk","Date_Time","id","X","Y"
"10347",10347,"Wiggins2","2016-05-12 04:20:34",2,-1086791.38128503,2371317.25662746
"10348",10348,"Wiggins2","2016-05-12 05:00:07",2,-1086578.59057685,2371385.871269
"10349",10349,"Wiggins2","2016-05-12 05:40:13",2,-1085616.24248217,2371474.17568412
"10350",10350,"Wiggins2","2016-05-12 06:20:15",2,-1085511.92826282,2371522.32463019
"10351",10351,"Wiggins2","2016-05-12 07:00:29",2,-1085614.41306251,2371712.91569096
"10352",10352,"Wiggins2","2016-05-12 07:40:15",2,-1085634.46135224,2371742.85258917
"10353",10353,"Wiggins2","2016-05-12 08:20:29",2,-1085689.33302436,2371756.37227956
"10354",10354,"Wiggins2","2016-05-12 09:00:14",2,-1085686.37086834,2371946.47218049
"10355",10355,"Wiggins2","2016-05-12 09:40:14",2,-1085744.64101922,2372162.27955829
"10356",10356,"Wiggins2","2016-05-12 10:20:19",2,-1086071.20640793,2372487.66781049
"10357",10357,"Wiggins2","2016-05-12 11:00:29",2,-1086140.48851646,2372965.4832445
"10358",10358,"Wiggins2","2016-05-12 11:40:14",2,-1087081.89560326,2373472.9023221
"10359",10359,"Wiggins2","2016-05-12 12:20:17",2,-1087281.77214622,2373606.5098065
"10360",10360,"Wiggins2","2016-05-12 13:00:29",2,-1087277.00089623,2373583.27556038
"10361",10361,"Wiggins2","2016-05-12 13:40:08",2,-1087267.93804503,2373589.86301442
"10362",10362,"Wiggins2","2016-05-12 14:20:15",2,-1087285.74586506,2373578.89713068
"10363",10363,"Wiggins2","2016-05-12 15:00:28",2,-1087274.77562994,2373598.73866133
"10364",10364,"Wiggins2","2016-05-12 15:40:30",2,-1086870.7374676,2373474.09031066
"10365",10365,"Wiggins2","2016-05-12 16:20:14",2,-1086634.45064816,2373424.32052275
"10366",10366,"Wiggins2","2016-05-12 17:00:33",2,-1086612.66450153,2373406.53148477
"10367",10367,"Wiggins2","2016-05-12 17:40:14",2,-1085769.25907211,2372612.25261409
"10368",10368,"Wiggins2","2016-05-12 18:20:06",2,-1085721.02718783,2372439.60035561
"10369",10369,"Wiggins2","2016-05-12 19:00:14",2,-1085437.34068093,2371985.10498065
"10370",10370,"Wiggins2","2016-05-12 19:40:29",2,-1085411.72039308,2371937.45797657
"10371",10371,"Wiggins2","2016-05-12 20:20:14",2,-1085627.27273154,2371171.36864233
"10372",10372,"Wiggins2","2016-05-12 21:00:07",2,-1085439.54537906,2370613.40998168
"10373",10373,"Wiggins2","2016-05-12 21:40:15",2,-1084747.37977726,2370063.09317771
"10374",10374,"Wiggins2","2016-05-12 22:20:30",2,-1084747.85533993,2370059.77930176
"10375",10375,"Wiggins2","2016-05-12 23:00:18",2,-1084748.48942353,2370055.36080021
"10376",10376,"Wiggins2","2016-05-12 23:40:14",2,-1084748.17238173,2370057.57005102
"10377",10377,"Wiggins2","2016-05-13 00:20:07",2,-1084741.64512339,2370046.48698314
"10378",10378,"Wiggins2","2016-05-13 01:00:07",2,-1084672.22144584,2369908.00404006
"10379",10379,"Wiggins2","2016-05-13 01:40:29",2,-1084598.89109627,2369909.88307016
"10380",10380,"Wiggins2","2016-05-13 02:20:25",2,-1084582.34893416,2369912.0190441
"10381",10381,"Wiggins2","2016-05-13 03:00:06",2,-1084582.82441759,2369908.70514994
"10382",10382,"Wiggins2","2016-05-13 03:40:13",2,-1084583.14140656,2369906.49588707
"10383",10383,"Wiggins2","2016-05-13 04:20:26",2,-1084581.87345076,2369915.33293808
"10384",10384,"Wiggins2","2016-05-13 05:00:13",2,-1084623.28679498,2370022.73863885
"10385",10385,"Wiggins2","2016-05-13 05:40:13",2,-1084438.55231994,2370518.20301165
"10386",10386,"Wiggins2","2016-05-13 06:20:14",2,-1084517.72486222,2370758.41673938
"10387",10387,"Wiggins2","2016-05-13 07:00:30",2,-1084864.5695189,2370999.84528916
"10388",10388,"Wiggins2","2016-05-13 07:40:13",2,-1084872.52246227,2371000.9868571
"10389",10389,"Wiggins2","2016-05-13 08:20:14",2,-1084924.04560382,2370981.32596715
"10390",10390,"Wiggins2","2016-05-13 09:00:13",2,-1084962.04158103,2370942.81302202
"10391",10391,"Wiggins2","2016-05-13 09:40:30",2,-1084963.46868925,2370932.87159064
"10392",10392,"Wiggins2","2016-05-13 10:20:13",2,-1085041.38889504,2370898.96284123
"10393",10393,"Wiggins2","2016-05-13 11:00:27",2,-1085017.37116458,2370896.64223279
"10394",10394,"Wiggins2","2016-05-13 11:40:18",2,-1085018.4811874,2370888.91000889
"10395",10395,"Wiggins2","2016-05-13 12:20:13",2,-1085018.3226127,2370890.01461236
"10396",10396,"Wiggins2","2016-05-13 13:00:13",2,-1085034.54588342,2370890.08887389
"10397",10397,"Wiggins2","2016-05-13 13:40:29",2,-1084782.29298895,2370894.46476145
"10398",10398,"Wiggins2","2016-05-13 14:20:13",2,-1084791.35583765,2370887.87399009
"10399",10399,"Wiggins2","2016-05-13 15:00:13",2,-1084791.99000596,2370883.45555952
"10400",10400,"Wiggins2","2016-05-13 15:40:13",2,-1084719.14410644,2370882.01938483
"10401",10401,"Wiggins2","2016-05-13 16:20:25",2,-1084704.50620243,2370870.89970461
"10402",10402,"Wiggins2","2016-05-13 17:00:13",2,-1084530.11682196,2370106.32406741
"10403",10403,"Wiggins2","2016-05-13 17:40:13",2,-1084819.90867689,2369727.39679613
"10404",10404,"Wiggins2","2016-05-13 18:20:12",2,-1084948.54956212,2369622.97422574
"10405",10405,"Wiggins2","2016-05-13 19:00:30",2,-1084978.41024142,2369528.05000112
"10406",10406,"Wiggins2","2016-05-13 19:40:12",2,-1085146.59131789,2369261.32296787
"10407",10407,"Wiggins2","2016-05-13 20:20:13",2,-1085161.36438349,2369214.96553856
"10408",10408,"Wiggins2","2016-05-13 21:00:19",2,-1085161.04725348,2369217.17480886
"10409",10409,"Wiggins2","2016-05-13 21:40:13",2,-1085161.20581848,2369216.07017372
"10410",10410,"Wiggins2","2016-05-13 22:20:05",2,-1085160.88868847,2369218.27944398
"10411",10411,"Wiggins2","2016-05-13 23:00:13",2,-1085161.20581848,2369216.07017372
"10412",10412,"Wiggins2","2016-05-13 23:40:12",2,-1085084.82861694,2369182.55909299
"10413",10413,"Wiggins2","2016-05-14 00:20:48",2,-1085090.72226297,2369198.06117262
"10414",10414,"Wiggins2","2016-05-14 01:00:12",2,-1085090.40515384,2369200.27044616
"10415",10415,"Wiggins2","2016-05-14 01:40:13",2,-1085090.72226297,2369198.06117262
"10416",10416,"Wiggins2","2016-05-14 02:20:05",2,-1085090.72226297,2369198.06117262
"10417",10417,"Wiggins2","2016-05-14 03:00:30",2,-1085090.72226297,2369198.06117262
"10418",10418,"Wiggins2","2016-05-14 03:40:13",2,-1085090.72226297,2369198.06117262
"10419",10419,"Wiggins2","2016-05-14 04:20:13",2,-1085061.43969271,2369175.81983086
"10420",10420,"Wiggins2","2016-05-14 05:00:26",2,-1085059.85419323,2369186.86620758
"10421",10421,"Wiggins2","2016-05-14 05:40:12",2,-1085105.07329921,2369267.76475726
"10422",10422,"Wiggins2","2016-05-14 06:20:05",2,-1085114.95754408,2369312.02451472
"10423",10423,"Wiggins2","2016-05-14 07:00:05",2,-1085117.83830451,2369348.5146194
"10424",10424,"Wiggins2","2016-05-14 07:40:30",2,-1085109.72506229,2369348.47742671
"10425",10425,"Wiggins2","2016-05-14 08:20:12",2,-1085109.56650228,2369349.58206007
"10426",10426,"Wiggins2","2016-05-14 09:00:12",2,-1085079.20164059,2369391.44660441
"10427",10427,"Wiggins2","2016-05-14 09:40:30",2,-1085100.37002678,2369413.65076127
"10428",10428,"Wiggins2","2016-05-14 10:20:13",2,-1085108.80032226,2369411.47868113
"10429",10429,"Wiggins2","2016-05-14 11:00:30",2,-1085177.98716921,2369381.95142614
"10430",10430,"Wiggins2","2016-05-14 11:40:12",2,-1085157.45313053,2369355.32850772
"10431",10431,"Wiggins2","2016-05-14 12:20:12",2,-1085157.61169751,2369354.22387535
"10432",10432,"Wiggins2","2016-05-14 13:00:17",2,-1085177.00957179,2369332.20572631
"10433",10433,"Wiggins2","2016-05-14 13:40:30",2,-1085142.65373192,2369345.31235116
"10434",10434,"Wiggins2","2016-05-14 14:20:12",2,-1085157.13599657,2369357.53777242
"10435",10435,"Wiggins2","2016-05-14 15:00:12",2,-1085085.46283073,2369178.14054399
"10436",10436,"Wiggins2","2016-05-14 15:40:12",2,-1085060.27490618,2369070.80487676
"10437",10437,"Wiggins2","2016-05-14 16:20:12",2,-1085096.05860652,2369047.75603456
"10438",10438,"Wiggins2","2016-05-14 17:00:30",2,-1085084.11236624,2369017.85642802
"10439",10439,"Wiggins2","2016-05-14 17:40:10",2,-1085107.66034176,2369023.49113015
"10440",10440,"Wiggins2","2016-05-14 18:20:16",2,-1085103.85505022,2369050.00248567
"10441",10441,"Wiggins2","2016-05-14 19:00:12",2,-1085113.5813533,2369095.36704902
"10442",10442,"Wiggins2","2016-05-14 19:40:32",2,-1084967.98581334,2369035.01140043
"10443",10443,"Wiggins2","2016-05-14 20:20:12",2,-1084704.90847903,2368265.58131469
"10444",10444,"Wiggins2","2016-05-14 21:00:14",2,-1084681.67492578,2368257.73851179
"10445",10445,"Wiggins2","2016-05-14 21:40:14",2,-1084616.28508682,2368260.7591198
"10446",10446,"Wiggins2","2016-05-14 22:20:30",2,-1084609.9139442,2368248.57117397
"10447",10447,"Wiggins2","2016-05-14 23:00:04",2,-1084609.75547577,2368249.67583881
"10448",10448,"Wiggins2","2016-05-14 23:40:12",2,-1084610.07241263,2368247.46650911
"10449",10449,"Wiggins2","2016-05-15 00:20:19",2,-1084610.07241263,2368247.46650911
"10450",10450,"Wiggins2","2016-05-15 01:00:20",2,-1084610.38934951,2368245.25717934
"10451",10451,"Wiggins2","2016-05-15 01:40:16",2,-1084610.23088107,2368246.36184424
"10452",10452,"Wiggins2","2016-05-15 02:20:12",2,-1084609.9139442,2368248.57117397
"10453",10453,"Wiggins2","2016-05-15 03:00:12",2,-1084610.07241263,2368247.46650911
"10454",10454,"Wiggins2","2016-05-15 03:40:29",2,-1084651.11939268,2368244.33578064
"10455",10455,"Wiggins2","2016-05-15 04:20:11",2,-1084716.19245443,2368243.52479521
"10456",10456,"Wiggins2","2016-05-15 05:00:12",2,-1084793.21491469,2368272.61386942
"10457",10457,"Wiggins2","2016-05-15 05:40:11",2,-1084906.15101394,2368221.17436101
"10458",10458,"Wiggins2","2016-05-15 06:20:20",2,-1084937.31025642,2368173.78486036
"10459",10459,"Wiggins2","2016-05-15 07:00:11",2,-1084928.56177358,2368178.16652719
"10460",10460,"Wiggins2","2016-05-15 07:40:11",2,-1084928.56177358,2368178.16652719
"10461",10461,"Wiggins2","2016-05-15 08:20:11",2,-1084962.44614477,2368168.37253853
"10462",10462,"Wiggins2","2016-05-15 09:00:30",2,-1084970.08503011,2368171.72352936
"10463",10463,"Wiggins2","2016-05-15 09:40:11",2,-1085094.52592314,2368209.87522489
"10464",10464,"Wiggins2","2016-05-15 10:20:11",2,-1085101.84764852,2368215.43566158
"10465",10465,"Wiggins2","2016-05-15 11:00:30",2,-1085102.00618696,2368214.33100492
"10466",10466,"Wiggins2","2016-05-15 11:40:18",2,-1085102.1647254,2368213.22634823
"10467",10467,"Wiggins2","2016-05-15 12:20:11",2,-1085222.8733689,2368107.66317465
"10468",10468,"Wiggins2","2016-05-15 13:00:04",2,-1085288.42398704,2368103.54310343
"10469",10469,"Wiggins2","2016-05-15 13:40:30",2,-1085287.78973428,2368107.96172555
"10470",10470,"Wiggins2","2016-05-15 14:20:18",2,-1085265.50736499,2368093.48917504
"10471",10471,"Wiggins2","2016-05-15 15:00:10",2,-1085208.14404432,2367927.41744441
"10472",10472,"Wiggins2","2016-05-15 15:40:11",2,-1085228.97147263,2367895.4568337
"10473",10473,"Wiggins2","2016-05-15 16:20:27",2,-1085277.3145776,2367841.51500287
"10474",10474,"Wiggins2","2016-05-15 17:00:30",2,-1085268.72408681,2367844.79165395
"10475",10475,"Wiggins2","2016-05-15 17:40:19",2,-1085358.49066186,2367898.26384361
"10476",10476,"Wiggins2","2016-05-15 18:20:10",2,-1085504.90064266,2367953.10459191
"10477",10477,"Wiggins2","2016-05-15 19:00:11",2,-1085588.42716213,2367936.91105333
"10478",10478,"Wiggins2","2016-05-15 19:40:29",2,-1085600.98285738,2367906.01842645
"10479",10479,"Wiggins2","2016-05-15 20:20:18",2,-1085601.45867085,2367902.70446449
"10480",10480,"Wiggins2","2016-05-15 21:00:10",2,-1085601.30006636,2367903.8091185
"10481",10481,"Wiggins2","2016-05-15 21:40:10",2,-1085553.82713754,2367781.99572828
"10482",10482,"Wiggins2","2016-05-15 22:20:12",2,-1085546.31991629,2367721.16428274
"10483",10483,"Wiggins2","2016-05-15 23:00:30",2,-1085546.47850959,2367720.05962402
"10484",10484,"Wiggins2","2016-05-15 23:40:18",2,-1085571.93365777,2367712.43992231
"10485",10485,"Wiggins2","2016-05-16 00:20:10",2,-1085627.62845063,2367720.43628406
"10486",10486,"Wiggins2","2016-05-16 01:00:03",2,-1085582.29549333,2367753.38757652
"10487",10487,"Wiggins2","2016-05-16 01:40:30",2,-1085566.85856091,2367747.78898197
"10488",10488,"Wiggins2","2016-05-16 02:20:14",2,-1085558.58500318,2367748.8559993
"10489",10489,"Wiggins2","2016-05-16 03:00:15",2,-1085558.58500318,2367748.8559993
"10490",10490,"Wiggins2","2016-05-16 03:40:11",2,-1085551.58020417,2367741.08576052
"10491",10491,"Wiggins2","2016-05-16 04:20:30",2,-1085551.89739301,2367738.87644405
"10492",10492,"Wiggins2","2016-05-16 05:00:18",2,-1085731.56266485,2367788.348998
"10493",10493,"Wiggins2","2016-05-16 05:40:10",2,-1085888.91967711,2367766.97615709
"10494",10494,"Wiggins2","2016-05-16 06:20:28",2,-1085902.26993549,2367730.56064299
"10495",10495,"Wiggins2","2016-05-16 07:00:09",2,-1085891.04301905,2367526.00962315
"10496",10496,"Wiggins2","2016-05-16 07:40:03",2,-1085916.97516754,2367515.07706322
"10497",10497,"Wiggins2","2016-05-16 08:20:10",2,-1085930.66735577,2367532.82760282
"10498",10498,"Wiggins2","2016-05-16 09:00:30",2,-1086028.75535438,2367697.99216866
"10499",10499,"Wiggins2","2016-05-16 09:40:13",2,-1085927.61466951,2367836.79720956
"10500",10500,"Wiggins2","2016-05-16 10:20:11",2,-1085973.81229193,2367967.45011255
"10501",10501,"Wiggins2","2016-05-16 11:00:30",2,-1085973.97095103,2367966.34546657
"10502",10502,"Wiggins2","2016-05-16 11:40:17",2,-1085981.45110567,2367970.80213928
"10503",10503,"Wiggins2","2016-05-16 12:20:03",2,-1086084.76325723,2367308.0493261
"10504",10504,"Wiggins2","2016-05-16 13:00:10",2,-1086067.21520582,2367204.05869549
"10505",10505,"Wiggins2","2016-05-16 13:40:30",2,-1085183.51775572,2366514.5998657
"10506",10506,"Wiggins2","2016-05-16 14:20:17",2,-1084721.68318306,2367016.56355976
"10507",10507,"Wiggins2","2016-05-16 15:00:09",2,-1084707.70452753,2367057.40028465
"10508",10508,"Wiggins2","2016-05-16 15:40:15",2,-1084577.0636049,2367062.33746369
"10509",10509,"Wiggins2","2016-05-16 16:20:47",2,-1084858.18909053,2366970.75546679
"10510",10510,"Wiggins2","2016-05-16 17:00:17",2,-1085212.55377165,2366934.78980047
"10511",10511,"Wiggins2","2016-05-16 17:40:09",2,-1084948.31444336,2366795.40550856
"10512",10512,"Wiggins2","2016-05-16 18:20:09",2,-1085076.55129538,2366750.66878986
"10513",10513,"Wiggins2","2016-05-16 19:00:30",2,-1085145.94872021,2366776.4108048
"10514",10514,"Wiggins2","2016-05-16 19:40:17",2,-1084723.23371768,2366949.14082843
"10515",10515,"Wiggins2","2016-05-16 20:20:09",2,-1084540.00680438,2367094.22725461
"10516",10516,"Wiggins2","2016-05-16 21:00:29",2,-1084545.58727659,2367111.93882093
"10517",10517,"Wiggins2","2016-05-16 21:40:17",2,-1084545.58727659,2367111.93882093
"10518",10518,"Wiggins2","2016-05-16 22:20:09",2,-1084545.7457153,2367110.83413174
"10519",10519,"Wiggins2","2016-05-16 23:00:30",2,-1084545.7457153,2367110.83413174
"10520",10520,"Wiggins2","2016-05-16 23:40:17",2,-1084545.90415401,2367109.72944253
"10521",10521,"Wiggins2","2016-05-17 00:20:07",2,-1084600.24649883,2367240.41168218
"10522",10522,"Wiggins2","2016-05-17 01:00:01",2,-1084601.54849941,2367287.9497419
"10523",10523,"Wiggins2","2016-05-17 01:40:30",2,-1084599.20603492,2367360.89547879
"10524",10524,"Wiggins2","2016-05-17 02:20:15",2,-1084588.39716659,2367379.63849482
"10525",10525,"Wiggins2","2016-05-17 03:00:18",2,-1084581.39110374,2367371.86912677
"10526",10526,"Wiggins2","2016-05-17 03:40:29",2,-1084588.71406595,2367377.42912887
"10527",10527,"Wiggins2","2016-05-17 04:20:17",2,-1084588.71406595,2367377.42912887
"10528",10528,"Wiggins2","2016-05-17 05:00:35",2,-1084625.55486601,2367516.87524664
"10529",10529,"Wiggins2","2016-05-17 05:40:09",2,-1084903.94004053,2367670.68143571
"10530",10530,"Wiggins2","2016-05-17 06:20:30",2,-1085141.15137029,2368224.45880077
"10531",10531,"Wiggins2","2016-05-17 07:00:17",2,-1085254.41530612,2368510.16695985
"10532",10532,"Wiggins2","2016-05-17 07:40:02",2,-1085275.90345527,2368530.16262802
"10533",10533,"Wiggins2","2016-05-17 08:20:09",2,-1085284.52025602,2368583.26036789
"10534",10534,"Wiggins2","2016-05-17 09:00:19",2,-1085361.88116367,2368666.52011318
"10535",10535,"Wiggins2","2016-05-17 09:40:17",2,-1085367.61637179,2368683.12719872
"10536",10536,"Wiggins2","2016-05-17 10:20:01",2,-1085349.53769817,2368809.05629429
"10537",10537,"Wiggins2","2016-05-17 11:00:30",2,-1085365.47403496,2368867.71450784
"10538",10538,"Wiggins2","2016-05-17 11:40:17",2,-1085371.68474083,2368881.00762423
"10539",10539,"Wiggins2","2016-05-17 12:20:01",2,-1085371.68474083,2368881.00762423
"10540",10540,"Wiggins2","2016-05-17 13:00:30",2,-1085366.76847786,2368915.25139888
"10541",10541,"Wiggins2","2016-05-17 13:40:16",2,-1085374.59059229,2368973.87207429
"10542",10542,"Wiggins2","2016-05-17 14:20:01",2,-1085381.91129783,2368979.43272307
"10543",10543,"Wiggins2","2016-05-17 15:00:08",2,-1085380.95974339,2368986.06053872
"10544",10544,"Wiggins2","2016-05-17 15:40:08",2,-1085388.43902512,2368990.51655711
"10545",10545,"Wiggins2","2016-05-17 16:20:30",2,-1085389.07339935,2368986.09801432
"10546",10546,"Wiggins2","2016-05-17 17:00:16",2,-1085390.50074155,2368976.15629189
"10547",10547,"Wiggins2","2016-05-17 17:40:08",2,-1085413.23051292,2368930.94119482
"10548",10548,"Wiggins2","2016-05-17 18:20:08",2,-1085505.86143296,2369020.90482035
"10549",10549,"Wiggins2","2016-05-17 19:00:30",2,-1085574.28419357,2369053.27793082
"10550",10550,"Wiggins2","2016-05-17 19:40:16",2,-1085585.41163623,2369032.32762453
"10551",10551,"Wiggins2","2016-05-17 20:20:01",2,-1085585.72888139,2369030.118362
"10552",10552,"Wiggins2","2016-05-17 21:00:08",2,-1085585.72888139,2369030.118362
"10553",10553,"Wiggins2","2016-05-17 21:40:30",2,-1085612.1319434,2369015.87127236
"10554",10554,"Wiggins2","2016-05-17 22:20:15",2,-1085645.69699891,2369008.28980491
"10555",10555,"Wiggins2","2016-05-17 23:00:16",2,-1085732.0918569,2369028.58895537
"10556",10556,"Wiggins2","2016-05-17 23:40:08",2,-1085732.0918569,2369028.58895537
"10557",10557,"Wiggins2","2016-05-18 00:20:08",2,-1085740.20551928,2369028.62680765
"10558",10558,"Wiggins2","2016-05-18 01:00:00",2,-1085836.48096456,2369093.18798828
"10559",10559,"Wiggins2","2016-05-18 01:40:29",2,-1085897.5818245,2369120.00293154
"10560",10560,"Wiggins2","2016-05-18 02:20:15",2,-1085864.01681934,2369127.58326367
"10561",10561,"Wiggins2","2016-05-18 03:00:16",2,-1085864.33414792,2369125.37401508
"10562",10562,"Wiggins2","2016-05-18 03:40:00",2,-1085864.17548363,2369126.47863938
"10563",10563,"Wiggins2","2016-05-18 04:20:08",2,-1085864.49281221,2369124.26939076
"10564",10564,"Wiggins2","2016-05-18 05:00:30",2,-1085994.98852907,2369685.30016965
"10565",10565,"Wiggins2","2016-05-18 05:40:15",2,-1086199.24368222,2370184.77711579
"10566",10566,"Wiggins2","2016-05-18 06:20:16",2,-1086125.03125404,2370418.75955736
"10567",10567,"Wiggins2","2016-05-18 07:00:07",2,-1086109.65208479,2370582.27740615
"10568",10568,"Wiggins2","2016-05-18 07:40:19",2,-1086097.74765736,2370665.12160618
"10569",10569,"Wiggins2","2016-05-18 08:20:16",2,-1086061.52450757,2370804.22312081
"10570",10570,"Wiggins2","2016-05-18 09:00:07",2,-1086061.52450757,2370804.22312081
"10571",10571,"Wiggins2","2016-05-18 09:40:48",2,-1086083.47923512,2370820.90665759
"10572",10572,"Wiggins2","2016-05-18 10:20:06",2,-1086083.63796148,2370819.80207192
"10573",10573,"Wiggins2","2016-05-18 11:00:29",2,-1086105.11640895,2370839.79942463
"10574",10574,"Wiggins2","2016-05-18 11:40:23",2,-1086256.09734275,2370975.36413959
"10575",10575,"Wiggins2","2016-05-18 12:20:20",2,-1086374.45344766,2371055.50992325
"10576",10576,"Wiggins2","2016-05-18 13:00:08",2,-1086375.08853713,2371051.09162071
"10577",10577,"Wiggins2","2016-05-18 13:40:29",2,-1086374.13590294,2371057.7190744
"10578",10578,"Wiggins2","2016-05-18 14:20:15",2,-1086373.0244965,2371065.4511028
"10579",10579,"Wiggins2","2016-05-18 15:00:15",2,-1086373.65958588,2371061.03280098
"10580",10580,"Wiggins2","2016-05-18 15:40:25",2,-1086374.13590294,2371057.7190744
"10581",10581,"Wiggins2","2016-05-18 16:20:00",2,-1086311.30661521,2371043.05123974
"10582",10582,"Wiggins2","2016-05-18 17:00:06",2,-1086287.2891547,2371040.72659656
"10583",10583,"Wiggins2","2016-05-18 17:40:15",2,-1086285.701559,2371051.77237029
"10584",10584,"Wiggins2","2016-05-18 18:20:48",2,-1086335.02104944,2371103.9570178
"10585",10585,"Wiggins2","2016-05-18 19:00:07",2,-1086383.22840548,2371163.87396316
"10586",10586,"Wiggins2","2016-05-18 19:40:30",2,-1086447.04938285,2371341.03016449
"10587",10587,"Wiggins2","2016-05-18 20:20:15",2,-1086446.73180697,2371343.23930131
"10588",10588,"Wiggins2","2016-05-18 21:00:22",2,-1086446.89059491,2371342.13473291
"10589",10589,"Wiggins2","2016-05-18 21:40:14",2,-1086446.73180697,2371343.23930131
"10590",10590,"Wiggins2","2016-05-18 22:20:14",2,-1086480.47334004,2371447.3006769
"10591",10591,"Wiggins2","2016-05-18 23:00:14",2,-1086459.80462261,2371478.15113585
"10592",10592,"Wiggins2","2016-05-18 23:40:14",2,-1086452.32855462,2371473.69420092
"10593",10593,"Wiggins2","2016-05-19 00:20:30",2,-1086459.80462261,2371478.15113585
"10594",10594,"Wiggins2","2016-05-19 01:00:19",2,-1086480.94972403,2371443.98697988
"10595",10595,"Wiggins2","2016-05-19 01:40:14",2,-1086459.64583037,2371479.25570122
"10596",10596,"Wiggins2","2016-05-19 02:20:14",2,-1086460.12220712,2371475.94200504
"10597",10597,"Wiggins2","2016-05-19 03:00:14",2,-1086452.32855462,2371473.69420092
"10598",10598,"Wiggins2","2016-05-19 03:40:26",2,-1086460.28099938,2371474.8374396
"10599",10599,"Wiggins2","2016-05-19 04:20:07",2,-1086477.46890764,2371524.65891599
"10600",10600,"Wiggins2","2016-05-19 05:00:14",2,-1086114.06923637,2371568.2520371
"10601",10601,"Wiggins2","2016-05-19 05:40:14",2,-1085935.94296366,2371565.20219894
"10602",10602,"Wiggins2","2016-05-19 06:20:30",2,-1085872.99254319,2371664.3852213
"10603",10603,"Wiggins2","2016-05-19 07:00:07",2,-1085907.38983863,2371820.39613528
"10604",10604,"Wiggins2","2016-05-19 07:40:24",2,-1085864.61386853,2371835.66974515
"10605",10605,"Wiggins2","2016-05-19 08:20:06",2,-1086073.4152605,2372415.83362296
"10606",10606,"Wiggins2","2016-05-19 09:00:07",2,-1086318.38007735,2372744.16270657
"10607",10607,"Wiggins2","2016-05-19 09:40:13",2,-1086293.13173865,2372919.78462333
"10608",10608,"Wiggins2","2016-05-19 10:20:13",2,-1086301.55904831,2372917.61407857
"10609",10609,"Wiggins2","2016-05-19 11:00:15",2,-1086301.71784383,2372916.50953988
"10610",10610,"Wiggins2","2016-05-19 11:40:30",2,-1086308.87478694,2372923.17531246
"10611",10611,"Wiggins2","2016-05-19 12:20:13",2,-1086309.50997368,2372918.7571586
"10612",10612,"Wiggins2","2016-05-19 13:00:13",2,-1086308.71599026,2372924.27985088
"10613",10613,"Wiggins2","2016-05-19 13:40:29",2,-1086197.70859499,2372849.69838717
"10614",10614,"Wiggins2","2016-05-19 14:20:13",2,-1086080.79884119,2372703.24638307
"10615",10615,"Wiggins2","2016-05-19 15:00:13",2,-1086001.90845302,2372631.02994046
"10616",10616,"Wiggins2","2016-05-19 15:40:13",2,-1086002.06720035,2372629.92539047
"10617",10617,"Wiggins2","2016-05-19 16:20:30",2,-1085890.95219632,2372781.93353168
"10618",10618,"Wiggins2","2016-05-19 17:00:14",2,-1085753.38772792,2372722.70797097
"10619",10619,"Wiggins2","2016-05-19 17:40:29",2,-1085731.43884727,2372706.02587318
"10620",10620,"Wiggins2","2016-05-19 18:20:13",2,-1085568.4315981,2372654.42179671
"10621",10621,"Wiggins2","2016-05-19 19:00:13",2,-1085552.95359574,2372479.71274951
"10622",10622,"Wiggins2","2016-05-19 19:40:30",2,-1085734.21587302,2372404.29237312
"10623",10623,"Wiggins2","2016-05-19 20:20:13",2,-1085551.87719514,2372091.74631294
"10624",10624,"Wiggins2","2016-05-19 21:00:26",2,-1086490.92919582,2371995.5882055
"10625",10625,"Wiggins2","2016-05-19 21:40:13",2,-1086825.92195587,2372431.58138655
"10626",10626,"Wiggins2","2016-05-19 22:20:13",2,-1086953.78032286,2372445.46235317
"10627",10627,"Wiggins2","2016-05-19 23:00:30",2,-1086946.30553791,2372441.00498481
"10628",10628,"Wiggins2","2016-05-19 23:40:13",2,-1086946.14665843,2372442.10952162
"10629",10629,"Wiggins2","2016-05-20 00:20:05",2,-1086953.9392035,2372444.35781656
"10630",10630,"Wiggins2","2016-05-20 01:00:25",2,-1087038.53793697,2372420.45072976
"10631",10631,"Wiggins2","2016-05-20 01:40:12",2,-1087142.55421134,2372543.64452471
"10632",10632,"Wiggins2","2016-05-20 02:20:18",2,-1087231.59725295,2372432.44212787
"10633",10633,"Wiggins2","2016-05-20 03:00:13",2,-1087267.05826375,2372411.61419051
"10634",10634,"Wiggins2","2016-05-20 03:40:12",2,-1087266.58148874,2372414.92778531
"10635",10635,"Wiggins2","2016-05-20 04:20:25",2,-1087267.21718876,2372410.50965887
"10636",10636,"Wiggins2","2016-05-20 05:00:12",2,-1087221.10311012,2372448.9705872
"10637",10637,"Wiggins2","2016-05-20 05:40:12",2,-1087175.47743715,2372596.85921922
"10638",10638,"Wiggins2","2016-05-20 06:20:30",2,-1087178.50229394,2372632.24361797
"10639",10639,"Wiggins2","2016-05-20 07:00:13",2,-1087160.06802449,2372760.36881335
"10640",10640,"Wiggins2","2016-05-20 07:40:05",2,-1087148.14406364,2372786.83799617
"10641",10641,"Wiggins2","2016-05-20 08:20:12",2,-1087129.22797099,2372861.9062966
"10642",10642,"Wiggins2","2016-05-20 09:00:35",2,-1087146.88316459,2372908.41460965
"10643",10643,"Wiggins2","2016-05-20 09:40:12",2,-1087154.83409964,2372909.55857919
